etf,etf_desc,query,index
POWA,"The Invesco Bloomberg Pricing Power ETF (POWA) seeks to track the Bloomberg Pricing Power Index, typically investing at least 80% of its total assets in index securities. The underlying index selects US large- and mid-cap companies demonstrating pricing power by screening based on factors including profitability history (requiring positive profit margin for the previous five years), debt levels (debt-to-market cap ratio), and particularly focusing on companies with the smallest deviations in their annual gross profit margins over the last five years. Holdings are equal-weighted and rebalanced quarterly, with the fund's industry concentration mirroring that of the index.",Show me US companies with low debt and stable gross profit margins,specific
FEDM,"The FlexShares ESG & Climate Developed Markets ex-US Core Index Fund (FEDM) seeks to track the performance of the Northern Trust® ESG & Climate Developed Markets ex‑US Core IndexSM. This index provides broad-market, core exposure to publicly traded equity securities issued by companies domiciled in developed market countries, excluding the U.S., that exhibit certain aggregate environmental, social, and corporate governance (ESG) characteristics. The index selects and ranks companies based on ESG scores, their ability to manage material ESG risks, good corporate governance, and incorporates carbon-related risk metrics, while also screening out companies involved in activities with significant negative environmental impacts. The fund invests at least 80% of its total assets in the securities of the underlying index and related instruments, and is considered non-diversified.",Show me stocks in developed markets outside the United States.,general
FEDM,"The FlexShares ESG & Climate Developed Markets ex-US Core Index Fund (FEDM) seeks to track the performance of the Northern Trust® ESG & Climate Developed Markets ex‑US Core IndexSM. This index provides broad-market, core exposure to publicly traded equity securities issued by companies domiciled in developed market countries, excluding the U.S., that exhibit certain aggregate environmental, social, and corporate governance (ESG) characteristics. The index selects and ranks companies based on ESG scores, their ability to manage material ESG risks, good corporate governance, and incorporates carbon-related risk metrics, while also screening out companies involved in activities with significant negative environmental impacts. The fund invests at least 80% of its total assets in the securities of the underlying index and related instruments, and is considered non-diversified.",What are some publicly traded companies in developed non-US countries?,general
FEDM,"The FlexShares ESG & Climate Developed Markets ex-US Core Index Fund (FEDM) seeks to track the performance of the Northern Trust® ESG & Climate Developed Markets ex‑US Core IndexSM. This index provides broad-market, core exposure to publicly traded equity securities issued by companies domiciled in developed market countries, excluding the U.S., that exhibit certain aggregate environmental, social, and corporate governance (ESG) characteristics. The index selects and ranks companies based on ESG scores, their ability to manage material ESG risks, good corporate governance, and incorporates carbon-related risk metrics, while also screening out companies involved in activities with significant negative environmental impacts. The fund invests at least 80% of its total assets in the securities of the underlying index and related instruments, and is considered non-diversified.",Find stocks in developed ex-US markets with high ESG ratings and low carbon risk.,specific
FEDM,"The FlexShares ESG & Climate Developed Markets ex-US Core Index Fund (FEDM) seeks to track the performance of the Northern Trust® ESG & Climate Developed Markets ex‑US Core IndexSM. This index provides broad-market, core exposure to publicly traded equity securities issued by companies domiciled in developed market countries, excluding the U.S., that exhibit certain aggregate environmental, social, and corporate governance (ESG) characteristics. The index selects and ranks companies based on ESG scores, their ability to manage material ESG risks, good corporate governance, and incorporates carbon-related risk metrics, while also screening out companies involved in activities with significant negative environmental impacts. The fund invests at least 80% of its total assets in the securities of the underlying index and related instruments, and is considered non-diversified.",List companies in developed countries outside the US screened for good governance and environmental impact.,specific
SDVY,"The First Trust SMID Rising Dividend Achievers UCITS ETF (SDVY) seeks to track the Nasdaq U.S. Small Mid Cap Rising Dividend AchieversTM Index. This index measures the performance of small and mid-cap US companies selected for having increased their dividend value over the previous three and five year periods. Index constituents must also meet specific fundamental criteria, including a cash-to-debt ratio over 25%, a payout ratio no greater than 65%, and positive earnings. The ETF normally invests at least 90% of its assets in these securities, aiming for a portfolio of around 100 holdings that are equal-weighted.",Show me US small and mid-cap stocks with a history of increasing dividends.,general
SDVY,"The First Trust SMID Rising Dividend Achievers UCITS ETF (SDVY) seeks to track the Nasdaq U.S. Small Mid Cap Rising Dividend AchieversTM Index. This index measures the performance of small and mid-cap US companies selected for having increased their dividend value over the previous three and five year periods. Index constituents must also meet specific fundamental criteria, including a cash-to-debt ratio over 25%, a payout ratio no greater than 65%, and positive earnings. The ETF normally invests at least 90% of its assets in these securities, aiming for a portfolio of around 100 holdings that are equal-weighted.",List US companies known as dividend achievers in the SMID market cap range.,general
SDVY,"The First Trust SMID Rising Dividend Achievers UCITS ETF (SDVY) seeks to track the Nasdaq U.S. Small Mid Cap Rising Dividend AchieversTM Index. This index measures the performance of small and mid-cap US companies selected for having increased their dividend value over the previous three and five year periods. Index constituents must also meet specific fundamental criteria, including a cash-to-debt ratio over 25%, a payout ratio no greater than 65%, and positive earnings. The ETF normally invests at least 90% of its assets in these securities, aiming for a portfolio of around 100 holdings that are equal-weighted.",Find US small and mid-cap stocks that increased dividends over 3 & 5 years with payout ratio under 65% and positive earnings.,specific
SDVY,"The First Trust SMID Rising Dividend Achievers UCITS ETF (SDVY) seeks to track the Nasdaq U.S. Small Mid Cap Rising Dividend AchieversTM Index. This index measures the performance of small and mid-cap US companies selected for having increased their dividend value over the previous three and five year periods. Index constituents must also meet specific fundamental criteria, including a cash-to-debt ratio over 25%, a payout ratio no greater than 65%, and positive earnings. The ETF normally invests at least 90% of its assets in these securities, aiming for a portfolio of around 100 holdings that are equal-weighted.",Filter US stocks under $15 billion market cap with cash-to-debt ratio over 25% and consistent dividend growth.,specific
IEO,"The iShares U.S. Oil & Gas Exploration & Production ETF (IEO) provides representative exposure to the U.S. oil and gas exploration and production sector. It seeks to track the investment results of a market cap weighted Dow Jones index comprised of U.S. companies involved in exploration, drilling, production, refining, and supply of oil and gas products. The fund generally invests at least 80% of its assets in the component securities of this underlying index and is classified as non-diversified. Given its market cap weighting in this specific sector, the fund tends to be significantly top-heavy.",List of US oil and gas exploration and production companies,general
IEO,"The iShares U.S. Oil & Gas Exploration & Production ETF (IEO) provides representative exposure to the U.S. oil and gas exploration and production sector. It seeks to track the investment results of a market cap weighted Dow Jones index comprised of U.S. companies involved in exploration, drilling, production, refining, and supply of oil and gas products. The fund generally invests at least 80% of its assets in the component securities of this underlying index and is classified as non-diversified. Given its market cap weighting in this specific sector, the fund tends to be significantly top-heavy.",What are the major US energy sector stocks?,general
IEO,"The iShares U.S. Oil & Gas Exploration & Production ETF (IEO) provides representative exposure to the U.S. oil and gas exploration and production sector. It seeks to track the investment results of a market cap weighted Dow Jones index comprised of U.S. companies involved in exploration, drilling, production, refining, and supply of oil and gas products. The fund generally invests at least 80% of its assets in the component securities of this underlying index and is classified as non-diversified. Given its market cap weighting in this specific sector, the fund tends to be significantly top-heavy.",Find large-cap US oil and gas stocks,specific
IEO,"The iShares U.S. Oil & Gas Exploration & Production ETF (IEO) provides representative exposure to the U.S. oil and gas exploration and production sector. It seeks to track the investment results of a market cap weighted Dow Jones index comprised of U.S. companies involved in exploration, drilling, production, refining, and supply of oil and gas products. The fund generally invests at least 80% of its assets in the component securities of this underlying index and is classified as non-diversified. Given its market cap weighting in this specific sector, the fund tends to be significantly top-heavy.",Show me the top US oil and gas E&P companies by market cap,specific
RSHO,"The Tema American Industrial Revolution ETF (RSHO) seeks long-term growth by investing at least 80% of its net assets in publicly listed common and preferred stocks of companies economically tied to the rebuilding and revitalization of the United States industrial base, often referred to as ""reshoring."" The fund focuses on companies that are bringing back overseas economic activity or have communicated major initiatives to transfer business operations back to the US, predominantly in sectors like industrials, transport, infrastructure, materials, and semiconductors. Utilizing a combined top-down and bottom-up approach that includes reviewing company disclosures and considering ESG criteria, the adviser selects between 15 and 100 stocks for this non-diversified portfolio.",List companies benefiting from reshoring trends in the US.,general
RSHO,"The Tema American Industrial Revolution ETF (RSHO) seeks long-term growth by investing at least 80% of its net assets in publicly listed common and preferred stocks of companies economically tied to the rebuilding and revitalization of the United States industrial base, often referred to as ""reshoring."" The fund focuses on companies that are bringing back overseas economic activity or have communicated major initiatives to transfer business operations back to the US, predominantly in sectors like industrials, transport, infrastructure, materials, and semiconductors. Utilizing a combined top-down and bottom-up approach that includes reviewing company disclosures and considering ESG criteria, the adviser selects between 15 and 100 stocks for this non-diversified portfolio.",Find US industrial stocks involved in domestic supply chain revitalization.,general
RSHO,"The Tema American Industrial Revolution ETF (RSHO) seeks long-term growth by investing at least 80% of its net assets in publicly listed common and preferred stocks of companies economically tied to the rebuilding and revitalization of the United States industrial base, often referred to as ""reshoring."" The fund focuses on companies that are bringing back overseas economic activity or have communicated major initiatives to transfer business operations back to the US, predominantly in sectors like industrials, transport, infrastructure, materials, and semiconductors. Utilizing a combined top-down and bottom-up approach that includes reviewing company disclosures and considering ESG criteria, the adviser selects between 15 and 100 stocks for this non-diversified portfolio.","Find US industrials, materials, and infrastructure stocks expanding domestic operations.",specific
RSHO,"The Tema American Industrial Revolution ETF (RSHO) seeks long-term growth by investing at least 80% of its net assets in publicly listed common and preferred stocks of companies economically tied to the rebuilding and revitalization of the United States industrial base, often referred to as ""reshoring."" The fund focuses on companies that are bringing back overseas economic activity or have communicated major initiatives to transfer business operations back to the US, predominantly in sectors like industrials, transport, infrastructure, materials, and semiconductors. Utilizing a combined top-down and bottom-up approach that includes reviewing company disclosures and considering ESG criteria, the adviser selects between 15 and 100 stocks for this non-diversified portfolio.",Show me US stocks mentioning 'reshoring' or 'onshoring' in recent company disclosures.,specific
EXI,"The iShares Global Industrials ETF (EXI) seeks to track the performance of the S&P Global 1200 Industrials Index, which measures the performance of large-cap companies within the global industrials sector considered important to worldwide markets. This market-cap-weighted index focuses on larger firms, with constituents selected by a committee based on GICS classification. The fund generally invests at least 80% of its assets in the component securities of its underlying index or investments with substantially identical economic characteristics, and may invest up to 20% in certain futures, options, swap contracts, cash, and cash equivalents. Using a sampling method, EXI aims to achieve an investment profile similar to the index, offering accessible global industrials exposure that favors larger firms while avoiding geographic biases, with quarterly rebalancing.",Top global industrial companies list,general
EXI,"The iShares Global Industrials ETF (EXI) seeks to track the performance of the S&P Global 1200 Industrials Index, which measures the performance of large-cap companies within the global industrials sector considered important to worldwide markets. This market-cap-weighted index focuses on larger firms, with constituents selected by a committee based on GICS classification. The fund generally invests at least 80% of its assets in the component securities of its underlying index or investments with substantially identical economic characteristics, and may invest up to 20% in certain futures, options, swap contracts, cash, and cash equivalents. Using a sampling method, EXI aims to achieve an investment profile similar to the index, offering accessible global industrials exposure that favors larger firms while avoiding geographic biases, with quarterly rebalancing.",Stocks in the industrial sector worldwide,general
EXI,"The iShares Global Industrials ETF (EXI) seeks to track the performance of the S&P Global 1200 Industrials Index, which measures the performance of large-cap companies within the global industrials sector considered important to worldwide markets. This market-cap-weighted index focuses on larger firms, with constituents selected by a committee based on GICS classification. The fund generally invests at least 80% of its assets in the component securities of its underlying index or investments with substantially identical economic characteristics, and may invest up to 20% in certain futures, options, swap contracts, cash, and cash equivalents. Using a sampling method, EXI aims to achieve an investment profile similar to the index, offering accessible global industrials exposure that favors larger firms while avoiding geographic biases, with quarterly rebalancing.",Find large-cap industrial stocks globally,specific
EXI,"The iShares Global Industrials ETF (EXI) seeks to track the performance of the S&P Global 1200 Industrials Index, which measures the performance of large-cap companies within the global industrials sector considered important to worldwide markets. This market-cap-weighted index focuses on larger firms, with constituents selected by a committee based on GICS classification. The fund generally invests at least 80% of its assets in the component securities of its underlying index or investments with substantially identical economic characteristics, and may invest up to 20% in certain futures, options, swap contracts, cash, and cash equivalents. Using a sampling method, EXI aims to achieve an investment profile similar to the index, offering accessible global industrials exposure that favors larger firms while avoiding geographic biases, with quarterly rebalancing.",Show me global industrials stocks with market capitalization above $50 billion,specific
SUBZ,"Please provide descriptions A and B. I only received description C, and therefore cannot merge information from all three sources as requested.",What are the best stocks for generating passive income?,general
SUBZ,"Please provide descriptions A and B. I only received description C, and therefore cannot merge information from all three sources as requested.",List high-yield stocks with low volatility.,general
SUBZ,"Please provide descriptions A and B. I only received description C, and therefore cannot merge information from all three sources as requested.",Find US large-cap stocks with a dividend yield above 3% and positive earnings growth.,specific
SUBZ,"Please provide descriptions A and B. I only received description C, and therefore cannot merge information from all three sources as requested.",Show me dividend aristocrats or kings for long-term income.,specific
BCD,"This ETF seeks to provide investment results corresponding to the performance of the Bloomberg Commodity Index 3 Month Forward Total Return, which is a three-month forward version of the broader Bloomberg Commodity Index Total Return. The fund implements this strategy by investing in exchange-traded commodity futures contracts across sectors such as agriculture, energy, livestock, and metals. These contracts are selected further out on the futures curve, typically around three months forward and held for 2-4 months according to a set roll schedule, differentiating it from funds using nearer-dated contracts. Based on the underlying index, which covers over 25 eligible commodities weighted by trading volume and world production with sector caps, the fund makes its investments through a wholly-owned subsidiary organized in the Cayman Islands, enabling it to avoid issuing K-1 tax forms. The fund is non-diversified.","Find major stocks in the energy, metals, and agriculture industries.",general
BCD,"This ETF seeks to provide investment results corresponding to the performance of the Bloomberg Commodity Index 3 Month Forward Total Return, which is a three-month forward version of the broader Bloomberg Commodity Index Total Return. The fund implements this strategy by investing in exchange-traded commodity futures contracts across sectors such as agriculture, energy, livestock, and metals. These contracts are selected further out on the futures curve, typically around three months forward and held for 2-4 months according to a set roll schedule, differentiating it from funds using nearer-dated contracts. Based on the underlying index, which covers over 25 eligible commodities weighted by trading volume and world production with sector caps, the fund makes its investments through a wholly-owned subsidiary organized in the Cayman Islands, enabling it to avoid issuing K-1 tax forms. The fund is non-diversified.",List publicly traded companies involved in commodity production or processing.,general
BCD,"This ETF seeks to provide investment results corresponding to the performance of the Bloomberg Commodity Index 3 Month Forward Total Return, which is a three-month forward version of the broader Bloomberg Commodity Index Total Return. The fund implements this strategy by investing in exchange-traded commodity futures contracts across sectors such as agriculture, energy, livestock, and metals. These contracts are selected further out on the futures curve, typically around three months forward and held for 2-4 months according to a set roll schedule, differentiating it from funds using nearer-dated contracts. Based on the underlying index, which covers over 25 eligible commodities weighted by trading volume and world production with sector caps, the fund makes its investments through a wholly-owned subsidiary organized in the Cayman Islands, enabling it to avoid issuing K-1 tax forms. The fund is non-diversified.",Show me stocks with high sensitivity to overall commodity price changes.,specific
BCD,"This ETF seeks to provide investment results corresponding to the performance of the Bloomberg Commodity Index 3 Month Forward Total Return, which is a three-month forward version of the broader Bloomberg Commodity Index Total Return. The fund implements this strategy by investing in exchange-traded commodity futures contracts across sectors such as agriculture, energy, livestock, and metals. These contracts are selected further out on the futures curve, typically around three months forward and held for 2-4 months according to a set roll schedule, differentiating it from funds using nearer-dated contracts. Based on the underlying index, which covers over 25 eligible commodities weighted by trading volume and world production with sector caps, the fund makes its investments through a wholly-owned subsidiary organized in the Cayman Islands, enabling it to avoid issuing K-1 tax forms. The fund is non-diversified.","Find non-diversified stocks focused on specific raw material production like copper, corn, or crude oil.",specific
AIVL,"The WisdomTree U.S. AI Enhanced Value Fund (AIVL) is an actively managed ETF seeking income and capital appreciation by investing primarily in U.S. equities exhibiting value characteristics. It utilizes a proprietary, quantitative AI model developed by a sub-adviser, which analyzes inputs like company fundamentals and market sentiment to select a portfolio typically comprising 60-190 stocks. The AI model weights selected stocks based on their scores, capped at 6% per security, with holdings generally adjusted monthly according to the model's updated recommendations, though portfolio managers retain discretion. The fund normally invests at least 80% of its net assets in U.S. companies and is non-diversified.",What are some good U.S. value stocks to invest in?,general
AIVL,"The WisdomTree U.S. AI Enhanced Value Fund (AIVL) is an actively managed ETF seeking income and capital appreciation by investing primarily in U.S. equities exhibiting value characteristics. It utilizes a proprietary, quantitative AI model developed by a sub-adviser, which analyzes inputs like company fundamentals and market sentiment to select a portfolio typically comprising 60-190 stocks. The AI model weights selected stocks based on their scores, capped at 6% per security, with holdings generally adjusted monthly according to the model's updated recommendations, though portfolio managers retain discretion. The fund normally invests at least 80% of its net assets in U.S. companies and is non-diversified.",Show me a list of undervalued U.S. companies.,general
AIVL,"The WisdomTree U.S. AI Enhanced Value Fund (AIVL) is an actively managed ETF seeking income and capital appreciation by investing primarily in U.S. equities exhibiting value characteristics. It utilizes a proprietary, quantitative AI model developed by a sub-adviser, which analyzes inputs like company fundamentals and market sentiment to select a portfolio typically comprising 60-190 stocks. The AI model weights selected stocks based on their scores, capped at 6% per security, with holdings generally adjusted monthly according to the model's updated recommendations, though portfolio managers retain discretion. The fund normally invests at least 80% of its net assets in U.S. companies and is non-diversified.",Find U.S. stocks with strong value factor characteristics.,specific
AIVL,"The WisdomTree U.S. AI Enhanced Value Fund (AIVL) is an actively managed ETF seeking income and capital appreciation by investing primarily in U.S. equities exhibiting value characteristics. It utilizes a proprietary, quantitative AI model developed by a sub-adviser, which analyzes inputs like company fundamentals and market sentiment to select a portfolio typically comprising 60-190 stocks. The AI model weights selected stocks based on their scores, capped at 6% per security, with holdings generally adjusted monthly according to the model's updated recommendations, though portfolio managers retain discretion. The fund normally invests at least 80% of its net assets in U.S. companies and is non-diversified.",List U.S. stocks screened using quantitative fundamental and sentiment data.,specific
SNPV,"The Xtrackers S&P ESG Value ETF (SNPV) is a non-diversified fund employing a passive strategy to track the S&P 500 Value ESG Index. This index provides exposure to US large-cap value companies by selecting components from the S&P 500 Value Index based on ""Scored and Screened"" criteria, which incorporates environmental, social, and governance (ESG) considerations. The index screens out companies lacking ESG scores, with low scores, or involved in certain controversial business activities. It then selects the remaining securities based on their ESG performance to target approximately 75% of the market capitalization within each industry group, aiming to maintain similar overall industry weights to the parent index. The selected companies are market-cap weighted, and the index is rebalanced annually with quarterly reweights.",List leading US large-cap value companies.,general
SNPV,"The Xtrackers S&P ESG Value ETF (SNPV) is a non-diversified fund employing a passive strategy to track the S&P 500 Value ESG Index. This index provides exposure to US large-cap value companies by selecting components from the S&P 500 Value Index based on ""Scored and Screened"" criteria, which incorporates environmental, social, and governance (ESG) considerations. The index screens out companies lacking ESG scores, with low scores, or involved in certain controversial business activities. It then selects the remaining securities based on their ESG performance to target approximately 75% of the market capitalization within each industry group, aiming to maintain similar overall industry weights to the parent index. The selected companies are market-cap weighted, and the index is rebalanced annually with quarterly reweights.",Find major US companies with strong environmental social and governance performance.,general
SNPV,"The Xtrackers S&P ESG Value ETF (SNPV) is a non-diversified fund employing a passive strategy to track the S&P 500 Value ESG Index. This index provides exposure to US large-cap value companies by selecting components from the S&P 500 Value Index based on ""Scored and Screened"" criteria, which incorporates environmental, social, and governance (ESG) considerations. The index screens out companies lacking ESG scores, with low scores, or involved in certain controversial business activities. It then selects the remaining securities based on their ESG performance to target approximately 75% of the market capitalization within each industry group, aiming to maintain similar overall industry weights to the parent index. The selected companies are market-cap weighted, and the index is rebalanced annually with quarterly reweights.",Show me large-cap value stocks in the US with high ESG ratings.,specific
SNPV,"The Xtrackers S&P ESG Value ETF (SNPV) is a non-diversified fund employing a passive strategy to track the S&P 500 Value ESG Index. This index provides exposure to US large-cap value companies by selecting components from the S&P 500 Value Index based on ""Scored and Screened"" criteria, which incorporates environmental, social, and governance (ESG) considerations. The index screens out companies lacking ESG scores, with low scores, or involved in certain controversial business activities. It then selects the remaining securities based on their ESG performance to target approximately 75% of the market capitalization within each industry group, aiming to maintain similar overall industry weights to the parent index. The selected companies are market-cap weighted, and the index is rebalanced annually with quarterly reweights.",Filter US large companies by value style and strong ESG scores.,specific
EMM,"The Global X Emerging Markets ETF is an actively managed fund advised and sub-advised by specified parties, seeking long-term capital growth. It aims to achieve its objective by investing at least 80% of its net assets in equity securities of issuers located in or economically tied to emerging markets. The fund employs an opportunistic approach using bottom-up fundamental analysis to target companies believed to be leaders positioned to benefit from socio-economic changes in these markets. Its investment universe focuses on emerging market stocks, explicitly excluding China, based on criteria including minimum market capitalization and liquidity, competitive strategies, and shareholder-beneficial practices, all within a risk management framework. The fund may also engage in active and frequent trading.",What are investment opportunities in emerging market stocks outside of China?,general
EMM,"The Global X Emerging Markets ETF is an actively managed fund advised and sub-advised by specified parties, seeking long-term capital growth. It aims to achieve its objective by investing at least 80% of its net assets in equity securities of issuers located in or economically tied to emerging markets. The fund employs an opportunistic approach using bottom-up fundamental analysis to target companies believed to be leaders positioned to benefit from socio-economic changes in these markets. Its investment universe focuses on emerging market stocks, explicitly excluding China, based on criteria including minimum market capitalization and liquidity, competitive strategies, and shareholder-beneficial practices, all within a risk management framework. The fund may also engage in active and frequent trading.",Show me leading companies in emerging markets excluding those based in China.,general
EMM,"The Global X Emerging Markets ETF is an actively managed fund advised and sub-advised by specified parties, seeking long-term capital growth. It aims to achieve its objective by investing at least 80% of its net assets in equity securities of issuers located in or economically tied to emerging markets. The fund employs an opportunistic approach using bottom-up fundamental analysis to target companies believed to be leaders positioned to benefit from socio-economic changes in these markets. Its investment universe focuses on emerging market stocks, explicitly excluding China, based on criteria including minimum market capitalization and liquidity, competitive strategies, and shareholder-beneficial practices, all within a risk management framework. The fund may also engage in active and frequent trading.",Find emerging market stocks (excluding China) with strong financial fundamentals and minimum liquidity requirements.,specific
EMM,"The Global X Emerging Markets ETF is an actively managed fund advised and sub-advised by specified parties, seeking long-term capital growth. It aims to achieve its objective by investing at least 80% of its net assets in equity securities of issuers located in or economically tied to emerging markets. The fund employs an opportunistic approach using bottom-up fundamental analysis to target companies believed to be leaders positioned to benefit from socio-economic changes in these markets. Its investment universe focuses on emerging market stocks, explicitly excluding China, based on criteria including minimum market capitalization and liquidity, competitive strategies, and shareholder-beneficial practices, all within a risk management framework. The fund may also engage in active and frequent trading.",Identify emerging market companies (ex-China) screened for competitive advantages and shareholder-friendly practices.,specific
FXD,"The First Trust Consumer Discretionary AlphaDEX Fund (FXD) seeks investment results that correspond generally to the price and yield of the StrataQuant® Consumer Discretionary Index. This index utilizes the multi-factor AlphaDEX® selection methodology, employing screens like value and growth, to identify and select consumer discretionary stocks from the Russell 1000 Index that show potential to generate positive alpha relative to traditional passive sector indices. The index is a modified equal-dollar weighted index, reconstituted and rebalanced quarterly. The fund normally invests at least 90% of its net assets in the securities of this index. Due to its active-like selection and weighting approach aiming for higher returns, the fund's composition can differ significantly from broad market sector exposure, potentially exhibiting notable mid-cap exposure and industry tilts.",List top stocks in the consumer discretionary sector,general
FXD,"The First Trust Consumer Discretionary AlphaDEX Fund (FXD) seeks investment results that correspond generally to the price and yield of the StrataQuant® Consumer Discretionary Index. This index utilizes the multi-factor AlphaDEX® selection methodology, employing screens like value and growth, to identify and select consumer discretionary stocks from the Russell 1000 Index that show potential to generate positive alpha relative to traditional passive sector indices. The index is a modified equal-dollar weighted index, reconstituted and rebalanced quarterly. The fund normally invests at least 90% of its net assets in the securities of this index. Due to its active-like selection and weighting approach aiming for higher returns, the fund's composition can differ significantly from broad market sector exposure, potentially exhibiting notable mid-cap exposure and industry tilts.",Show me public companies in the consumer spending industry,general
FXD,"The First Trust Consumer Discretionary AlphaDEX Fund (FXD) seeks investment results that correspond generally to the price and yield of the StrataQuant® Consumer Discretionary Index. This index utilizes the multi-factor AlphaDEX® selection methodology, employing screens like value and growth, to identify and select consumer discretionary stocks from the Russell 1000 Index that show potential to generate positive alpha relative to traditional passive sector indices. The index is a modified equal-dollar weighted index, reconstituted and rebalanced quarterly. The fund normally invests at least 90% of its net assets in the securities of this index. Due to its active-like selection and weighting approach aiming for higher returns, the fund's composition can differ significantly from broad market sector exposure, potentially exhibiting notable mid-cap exposure and industry tilts.",Find large-cap US consumer discretionary stocks with strong value and growth characteristics,specific
FXD,"The First Trust Consumer Discretionary AlphaDEX Fund (FXD) seeks investment results that correspond generally to the price and yield of the StrataQuant® Consumer Discretionary Index. This index utilizes the multi-factor AlphaDEX® selection methodology, employing screens like value and growth, to identify and select consumer discretionary stocks from the Russell 1000 Index that show potential to generate positive alpha relative to traditional passive sector indices. The index is a modified equal-dollar weighted index, reconstituted and rebalanced quarterly. The fund normally invests at least 90% of its net assets in the securities of this index. Due to its active-like selection and weighting approach aiming for higher returns, the fund's composition can differ significantly from broad market sector exposure, potentially exhibiting notable mid-cap exposure and industry tilts.",Show me mid to large-cap consumer discretionary stocks with high potential based on fundamental screens,specific
DIVS,"The SmartETFs Dividend Builder ETF (DIVS) is an actively-managed fund that seeks moderate current income and consistent real dividend growth designed to exceed inflation. It primarily invests in publicly-traded equity securities of dividend-paying companies from developed and emerging markets, targeting firms the adviser believes have the ability to consistently increase their dividend payments over the medium term of three to five years. Utilizing fundamental analysis, the adviser screens for factors such as strong financials, consistent cash flow, valuation, and a history of real dividend growth. DIVS typically maintains a concentrated, approximately equal-weighted portfolio of around 35 globally-listed firms across any market capitalization. Notably, DIVS converted to an ETF from a mutual fund structure in March 2021.",Find companies known for consistently growing dividends,general
DIVS,"The SmartETFs Dividend Builder ETF (DIVS) is an actively-managed fund that seeks moderate current income and consistent real dividend growth designed to exceed inflation. It primarily invests in publicly-traded equity securities of dividend-paying companies from developed and emerging markets, targeting firms the adviser believes have the ability to consistently increase their dividend payments over the medium term of three to five years. Utilizing fundamental analysis, the adviser screens for factors such as strong financials, consistent cash flow, valuation, and a history of real dividend growth. DIVS typically maintains a concentrated, approximately equal-weighted portfolio of around 35 globally-listed firms across any market capitalization. Notably, DIVS converted to an ETF from a mutual fund structure in March 2021.",List global stocks that pay dividends,general
DIVS,"The SmartETFs Dividend Builder ETF (DIVS) is an actively-managed fund that seeks moderate current income and consistent real dividend growth designed to exceed inflation. It primarily invests in publicly-traded equity securities of dividend-paying companies from developed and emerging markets, targeting firms the adviser believes have the ability to consistently increase their dividend payments over the medium term of three to five years. Utilizing fundamental analysis, the adviser screens for factors such as strong financials, consistent cash flow, valuation, and a history of real dividend growth. DIVS typically maintains a concentrated, approximately equal-weighted portfolio of around 35 globally-listed firms across any market capitalization. Notably, DIVS converted to an ETF from a mutual fund structure in March 2021.",Show me developed market stocks with strong free cash flow and a history of dividend increases,specific
DIVS,"The SmartETFs Dividend Builder ETF (DIVS) is an actively-managed fund that seeks moderate current income and consistent real dividend growth designed to exceed inflation. It primarily invests in publicly-traded equity securities of dividend-paying companies from developed and emerging markets, targeting firms the adviser believes have the ability to consistently increase their dividend payments over the medium term of three to five years. Utilizing fundamental analysis, the adviser screens for factors such as strong financials, consistent cash flow, valuation, and a history of real dividend growth. DIVS typically maintains a concentrated, approximately equal-weighted portfolio of around 35 globally-listed firms across any market capitalization. Notably, DIVS converted to an ETF from a mutual fund structure in March 2021.",Find emerging market companies with attractive valuations and consistent dividend growth potential,specific
FXL,"The First Trust Technology AlphaDEX Fund (FXL) is a smart beta ETF designed to track the StrataQuant® Technology Index, which selects large- and mid-cap US technology stocks from the Russell 1000® based on growth and value factors using the AlphaDEX® methodology. This methodology aims to generate positive alpha relative to traditional passive indices by employing a modified equal-dollar or tiered equal-weighting scheme that deviates from market capitalization. This approach can result in a mid-cap bias and specific sector tilts, such as overweighting semiconductors. The fund generally invests at least 90% of its net assets in the index constituents, which are reconstituted and rebalanced quarterly.",List of US technology stocks.,general
FXL,"The First Trust Technology AlphaDEX Fund (FXL) is a smart beta ETF designed to track the StrataQuant® Technology Index, which selects large- and mid-cap US technology stocks from the Russell 1000® based on growth and value factors using the AlphaDEX® methodology. This methodology aims to generate positive alpha relative to traditional passive indices by employing a modified equal-dollar or tiered equal-weighting scheme that deviates from market capitalization. This approach can result in a mid-cap bias and specific sector tilts, such as overweighting semiconductors. The fund generally invests at least 90% of its net assets in the index constituents, which are reconstituted and rebalanced quarterly.",What are leading US tech companies?,general
FXL,"The First Trust Technology AlphaDEX Fund (FXL) is a smart beta ETF designed to track the StrataQuant® Technology Index, which selects large- and mid-cap US technology stocks from the Russell 1000® based on growth and value factors using the AlphaDEX® methodology. This methodology aims to generate positive alpha relative to traditional passive indices by employing a modified equal-dollar or tiered equal-weighting scheme that deviates from market capitalization. This approach can result in a mid-cap bias and specific sector tilts, such as overweighting semiconductors. The fund generally invests at least 90% of its net assets in the index constituents, which are reconstituted and rebalanced quarterly.",Find US large and mid-cap technology stocks screened by growth and value factors.,specific
