MIC,ticker,CIK,ISIN,GICS Sector,GICS Industry
XNMS,OFLX,0001317945,US6820951043,20,201060
XNYS,NGG,0001082273,US6362744095,55,551030
XNGS,LSAK,0001041514,US64107N2062,40,402010
XNMS,ATRC,0001323885,US04963C2098,35,351010
XNGS,BIDU,0001329099,US0567521085,50,502030
XNYS,ACCO,0000712034,US00081T1088,20,202010
XNYS,CF,0001324404,US1252691001,15,151010
XNYS,RBC,0001324948,US75524B1044,20,201060
XNCM,TCX,0000909494,US8986972060,45,451020
XNYS,AMP,0000820027,US03076C1062,40,402030
XNYS,EVRI,0001318568,US30034T1034,25,253010
XNGS,ITRN,0001337117,IL0010818685,45,452010
XNGS,CMPR,0001262976,IE00BKYC3F77,20,202010
XNYS,FNF,0001331875,US31620R3030,40,403010
XNGS,WSBF,0001569994,US94188P1012,40,402010
XNGS,GASS,0001328919,MHY816691064,10,101020
XNMS,ALT,0001326190,US02155H2004,35,352010
XNGS,FBIZ,0001521951,US3193901002,40,401010
XNYS,DHT,0001331284,MHY2065G1219,10,101020
XNCM,SSKN,0001051514,US86272A3059,35,351010
XNGS,IRBT,0001159167,US4627261005,25,252010
XNCM,SEED,0001321851,VGG678282051,30,302020
XNYS,CCO,0001334978,US18453H1068,50,502010
XNYS,ICE,0001571949,US45866F1049,40,402030
XNYS,UAA,0001336917,US9043111072,25,252030
XNGS,AMSF,0001018979,US03071H1005,40,403010
XNYS,BKD,0001332349,US1124631045,35,351020
XNGS,TSAT,0001845840,US8795123095,50,501010
XNMS,BCBP,0001228454,US0552981039,40,401010
XNYS,LYV,0001335258,US5380341090,50,502020
XNYS,CPA,0001345105,PAP310761054,20,203020
XNCM,PSTV,0001095981,US72941H5090,35,352010
XNMS,MGYR,0001337068,US55977T2087,40,401010
XNYS,ACR,0001332551,US00489Q1022,40,402040
XNYS,CMG,0001058090,US1696561059,25,253010
XNGS,CLMT,0001340122,US1314281049,10,101020
XNYS,KOP,0001315257,US50060P1066,15,151010
XNYS,TX,0001342874,US8808901081,15,151040
XNGS,HEES,0001339605,US4040301081,20,201070
XNGS,PERI,0001338940,IL0010958192,50,502010
XNGS,UAL,0000100517,US9100471096,20,203020
XNGS,CROX,0001334036,US2270461096,25,252030
XNCM,ALTS,0000862861,US47089W1045,35,352020
XNYS,PAC,0001347557,US4005061019,20,203050
XNGS,LQDT,0001235468,US53635B1070,20,202010
XNGS,SBLK,0001386716,MHY8162K2046,20,203030
XNYS,TDG,0001260221,US8936411003,20,201010
XNGS,GPRE,0001309402,US3932221043,10,101020
XNYS,BMA,0001347426,US05961W1053,40,401010
XNMS,GDEN,0001071255,US3810131017,25,253010
XNGS,HIMX,0001342338,US43289P1066,45,453010
XNYS,POR,0000784977,US7365088472,55,551010
XNMS,LSBK,0001341318,US5107001076,40,401010
XNMS,VNDA,0001347178,US9216591084,35,352010
XNCM,GYRE,0001124105,US4037831033,35,352010
XNGS,CACC,0000885550,US2253101016,40,402020
XNYS,DK,0001694426,US24665A1034,10,101020
XNYS,CODI,0001345126,US20451Q1040,40,402010
XNCM,QVCGA,0001355096,US74915M1009,25,255030
XNMS,IESC,0001048268,US44951W1062,20,201030
XNGS,ALGT,0001362468,US01748X1028,20,203020
XNYS,EVR,0001360901,US29977A1051,40,402030
XNYS,MA,0001141391,US57636Q1040,40,402010
XNYS,MWA,0001350593,US6247581084,20,201060
XNYS,FBMS,0000947559,US3189161033,40,401010
XNCM,SEVN,0001452477,US81784E1010,40,402040
XNCM,CBAT,0001117171,US14986C1027,20,201040
XNGS,ATEC,0001350653,US02081G2012,35,351010
XNYS,NXDT,0001356115,US65340G2057,60,601010
XNMS,LGND,0000886163,US53220K5048,35,352020
XNYS,HOMB,0001331520,US4368932004,40,401010
XNYS,TCK,0000886986,CA8787422044,15,151040
XNGS,KALU,0000811596,US4830077040,15,151040
XNYS,TNL,0001361658,US8941641024,25,253010
XNYS,WNS,0001356570,JE00BQC4YW14,20,202020
XNYS,GTLS,0000892553,US16115Q3083,20,201060
XNYS,HBI,0001359841,US4103451021,25,252030
XNYS,EDU,0001372920,US6475812060,25,253020
XNYS,WU,0001365135,US9598021098,40,402010
XNGS,CVLT,0001169561,US2041661024,45,451030
XNCM,TCRT,0001107421,US98973P3091,35,352010
XNGS,ICFI,0001362004,US44925C1036,20,202020
XNYS,DAC,0001369241,MHY1968P1218,20,203030
XNYS,AWI,0000007431,US04247X1028,20,201020
XNYS,LDOS,0001336920,US5253271028,20,202020
XNGS,EHTH,0001333493,US28238P1093,40,403010
XNMS,LMAT,0001158895,US5255582018,35,351010
XNGS,EXLS,0001297989,US3020811044,20,202020
XNYS,DEI,0001364250,US25960P1093,60,601040
XNYS,OC,0001370946,US6907421019,20,201020
XNCM,CPRX,0001369568,US14888U1016,35,352010
XNYS,EHC,0000785161,US29261A1007,35,351020
XNMS,FRST,0001325670,US74167B1098,40,401010
XNMS,CZWI,0001367859,US1749031043,40,401010
XNYS,MFG,0001735035,US60687Y1091,40,401010
XNGS,CSIQ,0001375877,US1366351096,45,453010
XNYS,SBH,0001368458,US79546E1047,25,255040
XNYS,HRI,0001364479,US42704L1044,20,201070
XNYS,KBR,0001357615,US48242W1062,20,202020
XNYS,EBS,0001367644,US29089Q1058,35,352010
XNGS,ALLT,0001365767,IL0010996549,45,451030
XNYS,SPR,0001364885,US8485741099,20,201010
XNGS,FSLR,0001274494,US3364331070,45,453010
XNYS,AER,0001378789,NL0000687663,20,201070
XNMS,WLDN,0001370450,US96924N1000,20,202020
XNGS,OMAB,0001378239,US4005011022,20,203050
XNMS,MNOV,0001226616,US58468P2065,35,352010
XNYS,MUX,0000314203,US58039P3055,15,151040
XNGS,PTMN,0001372807,US73688F2011,40,402030
XNGS,IPGP,0001111928,US44980X1090,45,452030
XNMS,RTC,0001381074,KYG0704V2022,45,451030
XNGS,MLCO,0001381640,US5854641009,25,253010
XNGS,GLDD,0001372020,US3906071093,20,201030
XNCM,SNOA,0001367083,US83558L3033,35,352020
XNGS,AVAV,0001368622,US0080731088,20,201010
XNYS,EIG,0001379041,US2922181043,40,403010
XNCM,ESEA,0001341170,MHY235921357,20,203030
XNGS,MDGL,0001157601,US5588681057,35,352010
XNGS,ARAY,0001138723,US0043971052,35,351010
XNGS,NCMI,0001377630,US6353092066,50,502010
XNGS,PRTS,0001378950,US14427M1071,25,255040
XNMS,III,0001371489,US45675Y1047,45,451020
XNMS,RDNT,0000790526,US7504911022,35,351020
XNYS,BBDC,0001379785,US06759L1035,40,402030
XNCM,CRWS,0000025895,US2283091005,25,252030
XNYS,BR,0001383312,US11133T1034,20,202020
XNYS,SAR,0001377936,US80349A2087,40,402030
XNGS,GSIT,0001126741,US36241U1060,45,453010
XNGS,CCEC,0001392326,MHY004081078,20,203030
XNGS,ESSA,0001382230,US29667D1046,40,401010
XNGS,TMUS,0001283699,US8725901040,50,501020
XNYS,PNNT,0001383414,US7080621045,40,402030
XNYS,CNK,0001385280,US17243V1026,50,502020
XNGS,TFSL,0001381668,US87240R1077,40,401010
XNYS,EDN,0001395213,US29244A1025,55,551010
XNYS,DAL,0000027904,US2473617023,20,203020
XNYS,UVE,0000891166,US91359V1070,40,403010
XNGS,IBKR,0001381197,US45841N1072,40,402030
XNYS,ACM,0000868857,US00766T1007,20,201030
XNGS,PODD,0001145197,US45784P1012,35,351010
XNGS,TRS,0000842633,US8962152091,15,151030
XNYS,BGS,0001278027,US05508R1068,30,302020
XNGS,GLRE,0001385613,KYG4095J1094,40,403010
XNGS,CLNE,0001368265,US1844991018,10,101020
XNMS,FOLD,0001178879,US03152W1099,35,352010
XNGS,JAZZ,0001232524,IE00B4Q5ZN47,35,352020
XNGS,INFN,0001138639,US45667G1031,45,452010
XNGS,OPK,0000944809,US68375N1037,35,351020
XNYS,DFS,0001393612,US2547091080,40,402020
XNYS,TEL,0002014917,IE000IVNQZ81,45,452030
XNYS,GRBK,0001373670,US3927091013,25,252010
XNYS,BX,0001393818,US09260D1072,40,402030
XNYS,PRO,0001392972,US74346Y1038,45,451030
XNCM,BLIN,0001378590,US10807Q7007,45,451030
XNCM,VERU,0000863894,US92536C1036,30,303020
XNYS,DHX,0001393883,US23331S1006,50,502030
XNGS,LULU,0001397187,US5500211090,25,252030
XNYS,G,0001398659,BMG3922B1072,20,202020
XNGS,MASI,0000937556,US5747951003,35,351010
XNCM,LSTA,0000320017,US1280583022,35,352010
XNGS,MELI,0001099590,US58733R1023,25,255030
XNGS,POWI,0000833640,US7392761034,45,453010
XNCM,CLRO,0000840715,US18506U1043,45,452010
XNYS,AROC,0001389050,US03957W1062,10,101010
XNYS,AGX,0000100591,US04010E1091,20,201030
XNCM,PALI,0001357459,US6963894026,35,352010
XNCM,RIOT,0001167419,US7672921050,45,451030
XNYS,AWK,0001410636,US0304201033,55,551040
XNCM,OESX,0001409375,US6862751087,20,201040
XNGS,TITN,0001409171,US88830R1014,20,201070
XNGS,FFNW,0001401564,US32022K1025,40,401010
XNYS,CIM,0001409493,US16934Q8024,40,402040
XNYS,TDC,0000816761,US88076W1036,45,451030
XNYS,MAIN,0001396440,US56035L1044,40,402030
XNGS,TOWN,0001505823,US89214P1093,40,401010
XNYS,NWG,0000844150,US6390572070,40,401010
XNGS,AIFU,0001413855,US30712A1034,40,403010
XNGS,SSNC,0001402436,US78467J1007,20,202020
XNYS,CVI,0001376139,US12662P1084,10,101020
XNCM,ANTE,0001413745,US00941Q2030,50,502010
XNGS,ULTA,0001403568,US90384S3031,25,255040
XNCM,SHIP,0001448397,MHY737604006,20,203030
XNYS,MSCI,0001408198,US55354G1004,40,402030
XNGS,NFBK,0001493225,US66611T1088,40,401010
XNGS,APEI,0001201792,US02913V1035,25,253020
XNGS,ENSG,0001125376,US29358P1012,35,351020
XNYS,FN,0001408710,KYG3323L1005,45,452030
XNYS,XIN,0001398453,US98417P2048,60,602010
XNYS,KW,0001408100,US4893981070,60,602010
XNGS,MPAA,0000918251,US6200711009,25,251010
XNCM,PLUR,0001158780,US72942G2030,35,352010
XNYS,TNK,0001419945,BMG8726X1065,10,101020
XNYS,FOR,0001406587,US3462321015,60,602010
XNYS,ORN,0001402829,US68628V3087,20,201030
XNYS,CHT,0001132924,US17133Q5027,50,501010
XNCM,FLNT,0001460329,KYG886851057,50,502010
XNYS,VHC,0001082324,US92823T2078,45,451030
XNYS,TGLS,0001534675,KYG872641009,20,201020
XNYS,V,0001403161,US92826C8394,40,402010
XNGS,SATS,0001415404,US2787681061,50,502010
XNCM,DGLY,0001342958,US25382T2006,45,452030
XNYS,ENOV,0001420800,US1940145022,35,351010
XNMS,OMER,0001285819,US6821431029,35,352020
XNCM,DALN,0001413898,US2350501019,50,502010
XNMS,AACG,0001420529,US00211V1061,25,253020
XNCM,SGLY,0001422892,US82935V3078,20,203050
XNCM,LIVE,0001045742,US5381423087,25,252010
XNYS,DAN,0000026780,US2358252052,25,251010
XNCM,SLS,0001390478,US81642T2096,35,352010
XNYS,PM,0001413329,US7181721090,30,302030
XNGS,MOFG,0001412665,US5985111039,40,401010
XNGS,KNDI,0001316517,VGG5214E1034,25,251010
XNGS,AGNC,0001423689,US00123Q1040,40,402040
XNYS,HI,0001417398,US4315711089,20,201060
XNGS,IRDM,0001418819,US46269C1027,50,501010
XNYS,NOG,0001104485,US6655313079,10,101020
XNGS,ERII,0001421517,US29270J1007,20,201060
XNYS,IPI,0001421461,US46121Y2019,15,151010
XNYS,NX,0001423221,US7476191041,20,201020
XNGS,CDXS,0001200375,US1920051067,35,352030
XNGS,KDP,0001418135,US49271V1008,30,302010
XNCM,MHLD,0001412100,BMG5753U1128,40,403010
XNGS,LOPE,0001434588,US38526M1062,25,253020
XNYS,SB,0001434754,MHY7388L1039,20,203030
XNCM,TAOP,0001552670,VGG8675V1278,45,451020
XNCM,IRD,0001228627,US67577R1023,35,352020
XNGS,NYMT,0001273685,US6496048405,40,402040
XNGS,DCOM,0000846617,US25432X1028,40,401010
XNGS,OCSL,0001414932,US67401P4054,40,402030
XNYS,IVR,0001437071,US46131B7047,40,402040
XNYS,JBTM,0001433660,US4778391049,20,201060
XNYS,ZWS,0001439288,US98983L1089,20,201020
XNGS,HBCP,0001436425,US43689E1073,40,401010
XNYS,SEM,0001320414,US81619Q1058,35,351020
XNYS,PRIM,0001361538,US74164F1030,20,201030
XNGS,TREE,0001434621,US52603B1070,40,402020
XNYS,GSL,0001430725,MHY271836006,20,203030
XNCM,RCON,0001442620,KYG7415M1327,10,101010
XNYS,MRC,0001439095,US55345K1034,20,201070
XNGS,PLUS,0001022408,US2942681071,45,452030
XNGS,MYRG,0000700923,US55405W1045,20,201030
XNYS,SIG,0000832988,GB00B1HTFP68,25,255040
XNYS,HCI,0001400810,US40416E1038,40,403010
XNYS,MG,0001436126,US60649T1079,20,202020
XNCM,FSFG,0001435508,US33621E1091,40,401010
XNGS,DMRC,0001438231,US25381B1017,45,451030
XNYS,EBR.B,0001439124,US15234Q1085,55,551010
XNYS,EBR,0001439124,US15234Q2075,55,551010
XNYS,CLW,0001441236,US18538R1032,15,151050
XNYS,VRTS,0000883237,US92828Q1094,40,402030
XNYS,LRN,0001157408,US86333M1080,25,253020
XNCM,OVLY,0001431567,US6718071052,40,401010
XNYS,ENFY,0000857949,US16943W2044,15,151010
XNGS,AMRX,0001723128,US03168L1052,35,352020
XNCM,BWEN,0001120370,US11161T2078,20,201040
XNCM,ORRF,0000826154,US6873801053,40,401010
XNGS,TBNK,0001447051,US88145X1081,40,401010
XNYS,PMT,0001464423,US70931T1034,40,402040
XNGS,OPI,0001456772,US67623C1099,60,601040
XNGS,ADUS,0001468328,US0067391062,35,351020
XNYS,STWD,0001465128,US85571B1052,40,402040
XNGS,ASPS,0001462418,LU0445408270,60,602010
XNYS,H,0001468174,US4485791028,25,253010
XNGS,CPIX,0001087294,US2307701092,35,352020
XNYS,ARI,0001467760,US03762U1051,40,402040
XNYS,BUD,0001140467,US03524A1088,30,302010
XNYS,DG,0000029534,US2566771059,30,301010
XNGS,VRSK,0001442145,US92345Y1064,20,202020
XNCM,LTBR,0001084554,US53224K3023,10,101020
XNYS,PAM,0001469395,US6976602077,55,551010
XNCM,NATR,0000275053,US6390271012,30,303020
XNYS,GNRC,0001474735,US3687361044,20,201040
XNCM,FTFT,0001066923,US36117V2043,40,402010
XNGS,GURE,0000885462,US40251W4087,15,151010
XNGS,FTNT,0001262039,US34959E1091,45,451030
XNYS,TWO,0001465740,US90187B8046,40,402040
XNCM,ADD,0001747661,KYG2287A1269,25,253020
XNYS,WSR,0001175535,US9660842041,60,601070
XNYS,LEA,0000842162,US5218652049,25,251010
XNCM,NEGG,0001474627,VGG6483G1000,25,255040
XNYS,KAR,0001395942,US48238T1097,20,202010
XNYS,CALX,0001406666,US13100M5094,45,452010
XNGS,IRWD,0001446847,US46333X1081,35,352010
XNYS,CCM,0001472072,US2062772049,35,351020
XNYS,PEB,0001474098,US70509V1008,60,601030
XNGS,PPC,0000802481,US72147K1088,30,302020
XNYS,ST,0001477294,GB00BFMBMT84,20,201040
XNCM,TENX,0000034956,US88032L6056,35,352010
XNGS,FIBK,0000860413,US32055Y2019,40,401010
XNYS,TRNO,0001476150,US88146M1018,60,601025
XNGS,QNST,0001117297,US74874Q1004,50,502030
XNYS,JKS,0001481513,US47759T1007,45,453010
XNGS,MXL,0001288469,US57776J1007,45,453010
XNGS,SLRC,0001418076,US83413U1007,40,402030
XNYS,PDM,0001042776,US7201902068,60,601040
XNGS,AZPN,0001897982,US29109X1063,45,451030
XNGS,SPSC,0001092699,US78463M1071,45,451030
XNYS,HPP,0001482512,US4440971095,60,601040
XNYS,STNG,0001483934,MHY7542C1306,10,101020
XNCM,CNET,0001376321,US98880R3075,50,502010
XNCM,CREG,0000721693,US1689133098,20,202010
XNYS,PRI,0001475922,US74164M1080,40,403010
XNMS,EBMT,0001478454,US26942G1004,40,401010
XNGS,AOSL,0001387467,BMG6331P1041,45,453010
XNGS,GBDC,0001476765,US38173M1027,40,402030
XNYS,CLDT,0001476045,US16208T1025,60,601030
XNCM,CJJD,0001856084,KYG2124G1203,30,301010
XNYS,PLOW,0001287213,US25960R1059,20,201060
XNMS,CRMD,0001410098,US21900C3088,35,352020
XNYS,GDOT,0001386278,US39304D1028,40,402020
XNCM,HNRG,0000788965,US40609P1057,10,101020
XNYS,FAF,0001472787,US31847R1023,40,403010
XNGS,LMNR,0001342423,US5327461043,30,302020
XNGS,TSLA,0001318605,US88160R1014,25,251020
XNGS,HRZN,0001487428,US44045A1025,40,402030
XNGS,CLAR,0000913277,US18270P1093,25,252020
XNCM,SANW,0001477246,US7851353026,30,302020
XNYS,ARR,0001428205,US0423157058,40,402040
XNCM,XWEL,0001410428,US98420U8027,25,253020
XNYS,VPG,0001487952,US92835K1034,45,452030
XNGS,VRNT,0001166388,US92343X1000,45,451030
XNYS,QUAD,0001481792,US7473011093,20,202010
XNMS,PFX,0001490349,US71742W1036,40,402030
XNYS,BWXT,0001486957,US05605H1005,20,201010
XNYS,KKR,0001404912,US48251W1045,40,402030
XNGS,LPLA,0001397911,US50212V1008,40,402030
XNYS,AMRC,0001488139,US02361E1082,20,201030
XNGS,ASMB,0001426800,US0453962070,35,352010
XNGS,NMFC,0001496099,US6475511001,40,402030
XNGS,MMYT,0001495153,MU0295S00016,25,253010
XNYS,STAG,0001479094,US85254J1025,60,601025
XNGS,NXPI,0001413447,NL0009538784,45,453010
XNYS,INN,0001497645,US8660821005,60,601030
XNGS,PACB,0001299130,US69404D1081,35,352030
XNYS,GM,0001467858,US37045V1008,25,251020
XNYS,EFC,0001411342,US28852N1090,40,402040
XNYS,BAH,0001443646,US0995021062,20,202020
XNYS,TRGP,0001389170,US87612G1013,10,101020
XNGS,CHTR,0001091667,US16119P1084,50,502010
XNYS,AAT,0001500217,US0240131047,60,601010
XNCM,LEDS,0001333822,US8166452040,45,453010
XNGS,VRA,0001495320,US92335C1062,25,252030
XNYS,TAL,0001499620,US8740801043,25,253020
XNYS,DQ,0001477641,US23703Q2030,45,453010
XNMS,LAND,0001495240,US3765491010,60,601080
XNYS,LYB,0001489393,NL0009434992,15,151010
XNYS,NOAH,0001499543,US65487X1028,40,402030
XNYS,SMFG,0001022837,US86562M2098,40,401010
XNYS,TRAK,0000050471,US7002153044,45,451030
XNYS,CMRE,0001503584,MHY1771G1026,20,203030
XNCM,AEHL,0001470683,VGG041JN1222,50,502030
XNYS,BKU,0001504008,US06652K1034,40,401010
XNGS,PCRX,0001396814,US6951271005,35,352020
XNYS,HHH,0001981792,US44267T1025,60,602010
XNGS,SBRA,0001492298,US78573L1061,60,601050
XNGS,ABUS,0001447028,US03879J1007,35,352010
XNMS,ACRX,0001427925,US00444T2096,35,352020
XNYS,CPAY,0001175454,US2199481068,40,402010
XNCM,GLBS,0001499780,MHY272651263,20,203030
XNYS,WD,0001497770,US93148P1021,40,402010
XNCM,ACNB,0000715579,US0008681092,40,401010
XNCM,TROO,0001412095,KYG9094C1042,45,452030
XNYS,KMI,0001506307,US49456B1017,10,101020
XNCM,HFBL,0001500375,US43708L1089,40,401010
XNMS,SUPN,0001356576,US8684591089,35,352020
XNYS,HCA,0000860730,US40412C1018,35,351020
XNCM,PSHG,0001481241,MHY673051543,20,203030
XNGS,VC,0001111335,US92839U2069,25,251010
XNGS,SSSS,0001509470,US86887Q1094,40,402030
XNYS,AGRO,0001499505,LU0584671464,30,302020
XNCM,GEVO,0001392380,US3743964062,10,101020
XNYS,KOS,0001509991,BMG5315B1072,10,101020
XNGS,LAB,0001162194,US34385P1084,35,352030
XNYS,RLJ,0001511337,US74965L1017,60,601030
XNYS,THR,0001489096,US88362T1034,20,201040
XNGS,NOVT,0001076930,US67000B1044,45,452030
XNYS,MX,0001325702,US55933J2033,45,453010
XNYS,AL,0001487712,US00912X3026,20,201070
XNYS,HII,0001501585,US4464131063,20,201010
XNYS,FF,0001337298,US36116M1062,10,101020
XNYS,APO,0001858681,US03769M1062,40,402010
XNYS,SQNS,0001383395,US8173233060,45,453010
XNGS,VNET,0001508475,US90138A1034,45,451020
XNYS,MITT,0001514281,US0012285013,40,402040
XNYS,PFLT,0001504619,US70806A1060,40,402030
XNYS,ARCO,0001508478,VGG0457F1071,25,253010
XNGS,MRCC,0001512931,US6103351010,40,402030
XNYS,FENG,0001509646,US71910C2026,50,502030
XNCM,APWC,0001026980,BMG0535E1066,20,201040
XNGS,FDUS,0001513363,US3165001070,40,402030
XNYS,SXC,0001514705,US86722A1034,15,151040
XNGS,NBIS,0001513845,NL0009805522,45,451030
XNYS,ALSN,0001411207,US01973R1014,20,201060
XNGS,GRFS,0001802212,US3984384087,35,352010
XNYS,RM,0001519401,US75902K1060,40,402020
XNYS,CIVI,0001509589,US17888H1032,10,101020
XNGS,AMCX,0001514991,US00164V1035,50,502010
XNMS,ENPH,0001463101,US29355A1079,45,453010
XNYS,UI,0001511737,US90353W1036,45,452010
XNYS,MPC,0001510295,US56585A1025,10,101020
XNYS,RYI,0001481582,US7837541041,15,151040
XNYS,ASPN,0001145986,US04523Y1055,15,151010
XNGS,CHEF,0001517175,US1630861011,30,301010
XNYS,TLYS,0001524025,US8868851028,25,255040
XNYS,APTV,0001521332,JE00BTDN8H13,25,251010
XNYS,TSE,0001519061,IE0000QBK8U7,15,151010
XNCM,IROQ,0001514743,US44951J1051,40,401010
XNCM,MITK,0000807863,US6067102003,45,451030
XNYS,NCLH,0001513761,BMG667211046,25,253010
XNCM,BLRX,0001704335,US09071M3043,35,352010
XNYS,WT,0000880631,US97717P1049,40,402030
XNYS,MTDR,0001520006,US5764852050,10,101020
XNYS,VTLE,0001528129,US5168062058,10,101020
XNYS,EPAM,0001352010,US29414B1044,45,451020
XNYS,FET,0001401257,US34984V2097,10,101010
XNCM,LCNB,0001074902,US50181P1003,40,401010
XNYS,APAM,0001517302,US04316A1088,40,402030
XNCM,FMNB,0000709337,US3096271073,40,401010
XNYS,FBIN,0001519751,US34964C1062,20,201020
XNYS,ACRE,0001529377,US04013V1089,40,402040
XNYS,PRLB,0001443669,US7437131094,20,201060
XNCM,FSBW,0001530249,US30263Y1047,40,401010
XNCM,EGAN,0001066194,US28225C8064,45,451030
XNYS,XYL,0001524472,US98419M1009,20,201060
XNCM,WHLR,0001527541,US9630258385,60,601070
XNGS,MTSI,0001493594,US55405Y1001,45,453010
XNGS,GRPN,0001490281,US3994732069,25,255030
XNYS,GNE,0001528356,US3722842081,55,551010
XNCM,VSTM,0001526119,US92337C2035,35,352010
XNGS,ANGI,0001705110,US00183L1026,50,502030
XNYS,VAC,0001524358,US57164Y1073,25,253010
XNYS,PBF,0001534504,US69318G1067,10,101020
XNYS,GWRE,0001528396,US40171V1008,45,451030
XNYS,LXFR,0001096056,GB00BNK03D49,20,201060
XNYS,ALLY,0000040729,US02005N1000,40,402020
XNGS,TRIP,0001526520,US8969452015,50,502030
XNYS,CPRI,0001530721,VGG1890L1076,25,252030
XNCM,OBLG,0000746210,US6744343038,45,451030
XNCM,FBIO,0001429260,US34960Q3074,35,352010
XNGS,TCPC,0001370755,US09259E1082,40,402030
XNGS,ACHC,0001520697,US00404A1097,35,351020
XNCM,BOTJ,0001275101,US4702991088,40,401010
XNYS,POST,0001530950,US7374461041,30,302020
XNGS,META,0001326801,US30303M1027,50,502030
XNYS,CPAC,0001221029,US15126Q2084,15,151020
XNGS,CG,0001527166,US14316J1088,40,402030
XNGS,HMST,0001518715,US43785V1026,40,401010
XNYS,ESRT,0001541401,US2921041065,60,601010
XNCM,NUWE,0001506492,US67113Y6032,35,351010
XNGS,FANG,0001539838,US25278X1090,10,101020
XNGS,CSTE,0001504379,IL0011259137,20,201020
XNYS,YELP,0001345016,US9858171054,50,502030
XNYS,VIPS,0001529192,US92763W1036,25,255030
XNYS,BBDO,0001160330,US0594604029,40,401010
XNMS,TBCH,0001493761,US9004502061,45,452020
XNCM,GALT,0001133416,US3632252025,35,352010
XNYS,GMED,0001237831,US3795772082,35,351010
XNYS,NOW,0001373715,US81762P1021,45,451030
XNCM,CLIR,0001434524,US1850641028,20,201060
XNYS,PSX,0001534701,US7185461040,10,101020
XNMS,IMMP,0001692528,US45257L1089,35,352010
XNCM,NEON,0000087050,US64051M7092,45,452030
XNYS,SSTK,0001549346,US8256901005,50,502030
XNGS,BLMN,0001546417,US0942351083,25,253010
XNYS,HTB,0001538263,US4378721041,40,401010
XNCM,CRDF,0001213037,US14147L1089,35,352010
XNGS,GOGO,0001537054,US38046C1099,50,501020
XNYS,BERY,0001378992,US08579W1036,15,151030
XNYS,HR,0001360604,US42226K1051,60,601050
XNCM,IPDN,0001546296,US74312Y3018,20,202020
XNYS,ALEX,0001545654,US0144911049,60,601010
XNYS,TROX,0001530804,GB00BJT16S69,15,151010
XNCM,SONN,0001106838,US83548R4020,35,352010
XNYS,NGVC,0001547459,US63888U1088,30,301010
XNYS,RH,0001528849,US74967X1037,25,255040
XNGS,PHLT,0001550695,US71377E1055,35,351020
XNGS,FIVE,0001177609,US33829M1018,25,255040
XNGS,PANW,0001327567,US6974351057,45,451030
XNYS,MANU,0001549107,KYG5784H1065,50,502020
XNGS,QLYS,0001107843,US74758T3032,45,451030
XNCM,RGLS,0001505512,US75915K3095,35,352010
XNCM,SFBC,0001541119,US83607A1007,40,401010
XNYS,HOUS,0001398987,US75605Y1064,60,602010
XNYS,SMC,0002024218,US86614G1013,10,101020
XNGS,AMBA,0001280263,KYG037AX1015,45,453010
XNGS,WHF,0001552198,US96524V1061,40,402030
XNCM,LFVN,0000849146,US53222K2050,30,303020
XNYS,NBHC,0001475841,US6337071046,40,401010
XNMS,SAMG,0001549966,US8283591092,40,402030
XNYS,HY,0001173514,US4491721050,20,201060
XNYS,SCM,0001551901,US8585681088,40,402030
XNCM,MULN,0001499961,US62526P6043,25,251020
XNGS,WDAY,0001327811,US98138H1014,45,451030
XNGS,YY,0001530238,US46591M1099,50,502030
XNGS,PBYI,0001401667,US74587V1070,35,352010
XNCM,ATOS,0001488039,US04962H5063,35,352010
XNYS,BFAM,0001437578,US1091941005,25,253020
XNGS,ENTA,0001177648,US29251M1062,35,352010
